3113,グリーンホール（エキス持ち帰り）,Green Hole,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3114,コレクタールーム（A禁止）,Collector's Room,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3115,鉄人の穴（20匹縛り）,Brawny Abyss,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3116,赤の洞窟（1775ポコ）,Red Chasm,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3117,新参者の試練場（再利用禁止）,Novice Training,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3118,たそがれの庭（近視）,Twilight Garden,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3119,ショイグモの巣（残ピク減点）,Dweevil Nest,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3120,食神のかまど（120スタート）,Snack Pit,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3121,花畑を荒らすもの（片面のみ）,Trampled Garden,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3122,コンクリート迷路（手禁止）,Concrete Maze,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3123,地底警備室（ガチンコ対戦）,Subterranean Lair,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3124,どっすん迷路（カギのみ）,Bully Den,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3125,デメマダラの巣窟（誘導・解散のみ）,Emperor's Realm,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3126,さらいの洞窟（端スタート）,Abduction Den,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3127,倍々ゲームの穴（黄色のみ）,Breeding Ground,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3128,炎と水の試練場（タイム200倍）,Hazard Training,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3129,土とんの洞窟（160秒縛り）,Rumbling Grotto,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3130,秘密兵器実験場（B2F分業）,Secret Testing Range,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3131,大足の穴（間欠泉奥）,Cavernous Abyss,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3132,地下の温室（安全栽培）,Hot House,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3133,スナイパールーム（ノーキル）,Sniper Room,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
3134,かくしもちの洞窟（全奥縛り）,Cryptic Cavern,期間限定チャレンジ,91#211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
